0.27	0.54	0.38	0.76	0.51	0.67	0.53	0.039	0.44	0.93	0.93	0.72	0.28	0.74	0.64	0.35	0.69	0.17	0.44	0.88	0.83	0.33	0.23	0.89	0.35	0.69	0.96	0.59	0.66	0.86	0.44	0.92	00.4	0.81	0.68	0.91	0.48	0.22	0.95	0.92	0.15	0.88	0.64	0.43	0.62	0.28	0.79	0.31	0.45	0.23	0.19	0.28	0.56	0.42	0.17	0.91	00.1	0.13	00.5	0.76	0.98	0.94	0.68	0.38	0.75	0.37	0.29	0.23	0.58	0.24	0.15	0.73	0.13	0.79	0.16	0.75	0.075	0.95	0.053	0.52	0.18	0.24	00.8	0.73	0.66	0.97	0.64	0.76	0.093	0.13	0.52	0.078	0.07	00.2	0.46	0.82	0.57	0.76	0.052	0.16	0001	00.2	0.89	0.13	0001	0.054	0.87	0.072	0.0042	0.92	0.59	0.18	0.16	0.39	0.91	0.82	0.36	0.55	0.58	0.45	0.69	00.1	0.53	0.76	00.3	0.99	0.58	0.88	0.75	0.63	0.035	0.75	0.83	0.93	0.87	0.83	0.98	0.74	00.9	0.98	0.67	00.5	0.16	0.83	0.89	0.077	0.65	0.25	0.63	0.23	00.7	0.32	0.33	0.23	0.074	0.63	0.22	0.65	0.51	0.97	0.28	0.55	0.72	0.11	0.47	0.59	0.94	0.45	0.34	0.85	0.43	0.0032	0.34	00.6	0.83	0.23	0.68	0.48	0.48	00.3	0.71	0.18	0.62	0.041	0.41	00.7	0.67	0.64	0.35	0.18	0.61	0.63	0.73	0.33	0.74	00.2	0.92	0.68	0.65	0.26	0.53	0.088	0.26	0.88	0.69	0.094	0.11	0.36	0.58	0.59	0.67	0.29	0.78	0.29	0.33	0.19	0.98	0.0036	0.83	0.33	0.19	0.44	0.96	0.92	0.76	00.7	0.12	0.69	0.38	0.77	0.94	0.92	0.86	00.2	0.79	0.55	00.3	00.9	0.91	0.87	00.5	0.58	0.16	0.27	0.86	0.49	0.46	0.85	00.5	0.29	0.18	0.68	0.73	0.14	00.6	0.49	
0.84	0.72	0.18	0.22	00.5	0.12	0.14	0.36	0.32	0.93	0.91	0.62	0.84	0.82	00.5	0.33	0.39	0.66	0.61	0.26	0.15	0.073	0.11	0.65	0.36	0.29	0.33	0.091	0.43	0.93	0.58	0.27	0.66	0.76	0.49	0.16	0.88	0.63	0.52	0.21	0.56	0.43	0.83	0.39	0.24	0.33	0.73	0.64	0.98	0.34	00.9	0.14	0.41	0.0054	0.78	0.77	0.29	0.11	0.87	0.72	0.049	0.45	0.99	0.71	0.21	0.47	0.87	0.094	00.1	0.38	00.3	0.66	0.81	0.13	0.052	0.053	0.46	0.78	0.69	0.44	0.12	0.59	0.58	0.53	00.6	0.36	00.3	0.89	0.48	0.17	0.61	0.53	0.62	00.6	0.23	0.83	0.07	0.099	0.92	0.17	0.48	0.23	0.83	0.29	0.36	0.88	0.34	0.81	0.66	0.036	0.26	0.78	0.63	0.84	0.31	0.22	00.2	0.61	0.11	0.67	0.78	0.72	00.2	00.4	0.32	0.43	0.23	0.39	0.53	0.15	0.56	0.015	0.38	0.38	0.31	0.74	0.26	0.65	0.55	0.92	0.69	0.81	00.7	0.31	0.65	0.006	0.53	0.84	0.62	0.64	0.52	00.4	0.36	0.72	00.8	0.68	0.15	0.033	0.064	0.69	0.19	0.62	00.7	0.57	0.0011	0.0057	0.31	0.26	0.66	0.86	0.18	0.34	0.67	0.88	0.65	0.31	0.89	0.19	0.16	00.5	0.83	0.68	00.9	0.19	0.39	0.71	0.87	0.55	0.74	0.93	0.23	0.93	0.55	0.93	0.49	0.55	0.94	00.8	0.81	0.59	0.66	0001	0.94	0.32	0.87	0.59	0.64	0.76	0.78	0.79	0.26	00.6	0.47	0.17	00.8	0.87	0.87	0.66	0.41	0.61	00.6	0.65	0.54	0.15	0.58	0.033	00.7	0.52	0.83	0.52	0.11	0.49	0.51	0.048	0.81	0.38	0.64	0.45	0.14	0.41	0.25	0.41	0.017	0.72	0.57	0.81	0.58	0.45	0.48	0001	0.059	0.074	0.64	00.6	0.22	0.22	
0.63	0.92	0.74	0.46	0.44	0.85	0.95	0.95	00.9	0.77	0.33	0.54	0.22	0.48	0.95	0.47	0.88	0.97	0.18	0.46	0.78	0.77	00.9	0.26	0.76	0.96	0.33	00.4	0.56	0.55	0.62	0.19	0.48	0.36	0.65	0.92	0.21	0.61	0.87	0.11	0.37	00.2	0.65	0.59	0.68	00.6	0.059	0.56	0.56	0.24	0.019	0.34	0.0091	0.92	00.6	0.77	0.89	0.93	0.17	0.45	0.49	00.8	0.64	0.97	0.16	0.29	0.88	0.37	00.9	0.75	0.48	0.27	0.95	0.12	0.87	0.62	0.72	0.92	0.18	0.28	0.17	00.2	0.63	0.18	0.13	0.23	0.95	0.014	0.16	0.12	0.46	0.65	0.92	00.1	0.61	0.071	0.39	00.5	0.44	0.29	0.24	0.91	0.57	0.19	0.035	0.43	0.81	0.75	0.36	0001	0.036	0.52	00.2	0.66	00.7	0.33	0.89	0.65	0.34	0.05	0.77	00.8	00.7	0.68	00.9	0.31	0.75	00.3	0.81	0.19	0.59	0.053	00.1	0.16	0.24	0.14	0.59	0.058	0.89	0.95	0.056	0.93	0.47	0.26	0.59	0.17	0.58	0.48	0.82	0.93	0.53	0.58	0.73	0.23	0.26	0.63	0.54	0.017	0.93	0.35	0.21	0.52	00.4	0.31	0.68	0.65	0.44	0.27	00.7	0.33	0.21	0.76	0.26	0.68	0.016	0.85	0.85	00.6	0.32	0.67	0.53	0.85	0.25	0.26	0.073	0.51	0.89	0.61	0.53	0.82	0.96	0.74	0.34	0.36	0.044	0.024	0.0051	0.49	0.29	0.71	0.82	0.51	0.47	0.078	0.19	0.48	0.92	0.043	0.084	0.24	0.71	0.61	0.093	0.96	0.87	0.17	0.48	0.76	0.78	0.007	0.58	0.74	0.74	0.92	0.096	0.79	0.95	00.1	0.27	0.24	0.81	0.095	0.75	0.28	0.17	0.94	0.76	0.097	0.98	0.85	0.34	0.69	0.46	0.43	0.65	0.32	00.6	0.13	0.081	0.38	0.14	0.66	0.11	0.88	0.58	0.21	
0.67	0.53	0.31	0.94	0.77	0.12	0.038	0.51	00.4	0.21	0.45	0.16	0.31	0.43	0.0054	0.65	0.13	0.46	0.084	0.78	0.79	0.68	0.91	0.87	0.063	0.047	0.53	0.18	0.93	0.11	0.39	00.6	0.64	00.7	0.54	0.41	0.82	0.58	0.92	0.22	0.79	0.37	0.38	0.097	0.81	0.39	0.75	0.93	0.85	0.83	0.71	0.64	0.52	0.62	00.5	0.58	0.67	0.029	0.76	00.6	0.14	0.14	00.2	0.78	0.84	0.74	0.18	0.67	0.31	0.11	0.89	00.1	0.48	0.27	00.2	0.29	0.66	0.95	0.22	0.51	0.78	0.94	0.14	0.29	0.56	0.64	0.87	0.23	0.67	0.63	0.83	0.81	0.77	0.028	0.59	0.62	0.76	0.77	0.28	0.077	0.88	0.17	0.18	0.36	0.44	0.38	0.65	00.1	0.33	0.87	0.61	00.1	0.81	0.75	00.4	0.37	0.39	0.27	00.6	0.068	00.9	0.43	0.88	0.67	0.46	0.47	0.29	0.22	0.25	0.58	00.3	0.13	0.75	0.48	0.49	0.19	0.86	0.13	0.29	0.18	0.0028	00.9	0.29	0.81	0.65	0.69	0.18	0.045	0.96	0.78	0.11	0.86	0.21	0.99	0.54	0.67	0.47	0.83	0.89	0.71	0.41	0.19	0.84	0.15	0.67	0.32	0.35	0.53	0.46	0.64	0.72	0.46	0.54	0.0058	0.27	0.19	0.69	0.44	0.24	0.65	0.22	0.35	0.51	0.43	0.34	0.05	0.094	0.81	0.88	0.99	0.52	0.28	0.18	0.36	0.44	0.85	0.68	0.79	0.39	0.14	0.43	00.1	00.6	0.97	0.11	0.87	0.16	00.8	0.31	00.4	0.46	0.53	0.75	0.97	0.96	0.089	0.021	0.053	00.9	00.9	0.04	0.42	0.18	0.22	0.78	0.62	0.074	0.46	0.41	0.46	00.6	0.84	0.56	00.2	00.8	0.67	0.071	0.96	0.48	0.38	0.36	0.93	0.92	00.1	00.9	0.88	0.19	0.92	0.93	0.09	0.82	0.97	0.51	0.0047	0.19	0.29	
0.63	0.26	0.75	0.036	0.72	0.35	0.87	0.29	0.55	0.68	0.96	0.62	0.64	0.43	0.0086	0001	0.36	0.93	0.099	0.26	00.8	0.29	0.19	0.73	0.38	0.007	00.7	0.89	0.012	0.89	0.18	0.64	0.15	0.93	0.68	0.87	0.28	0.55	0.16	0.83	0.22	0.11	0.45	0.86	0.55	0.46	0.86	0.91	0.39	0.96	0.17	0.19	0.25	0.36	0.92	0.63	0.37	0.62	0.52	0.38	00.5	0.69	0.018	0.65	0.62	0.69	0.52	00.9	0.24	0.68	0.72	0.46	0.79	0.18	0.33	0.33	0.64	0.18	0.24	0.025	0.14	0.42	0.21	0.39	0.78	0.13	0.013	0.14	0.75	0.53	0.52	0.25	0.22	0.54	00.9	0.84	0.24	0.42	0.74	0.48	0.092	0.46	0.94	0.88	0.64	0.27	0.21	0.28	0.45	0.46	00.3	0.59	0.88	0.51	0.97	0.65	0.64	0.98	00.8	0.39	0.52	0.32	0.64	0.74	0.86	0.53	0.58	00.1	0.95	0.32	0.58	0.043	0.79	0.52	0.92	0.43	0.78	0.14	0.71	0.23	00.6	0.0079	0.82	0.47	0.52	0.79	0.13	0.17	0.78	0.93	0.56	0.29	0.25	0.19	0.032	0.11	0.73	0.62	0.21	0.68	0.94	0.79	0.72	0.73	0.31	0.65	0.15	0.09	0.78	0.86	0.32	0.38	0.87	0.14	0.85	0.39	0.93	0.98	0.56	0.71	0.91	0.11	4.7e-05	0.15	0.31	0.032	0.27	0.035	0.65	0.48	0.71	0.59	0.27	0.43	0.31	0.57	0.08	0.47	0.66	0.86	0.33	0.99	0.25	0.19	0.13	00.1	0.58	0.06	0.083	0.14	0.77	0.99	0.26	0.77	0.14	0.56	00.8	0.41	00.6	0.45	0.89	0.31	0.036	0.16	0.75	0.35	0.73	0.83	0.82	0.39	0.69	0.15	0.38	0.94	0.34	0.51	0.04	0.93	0.57	0.12	0.068	0.34	0.11	0.32	0.11	0.26	0.89	0.91	0.67	0.49	0.36	0.56	00.8	0.39	0.72	0.55	
0.74	0.45	0.37	0.56	0.84	0.067	00.7	0.22	0.0064	0.044	0.73	0.047	0.97	00.3	0.17	0.037	0.63	0.28	0.36	0.74	0.54	0.25	0.65	0.21	0.74	0.0022	0.76	0.54	0.39	0.48	0.084	0.13	0.93	0.46	0.69	0.77	0.53	00.4	0.99	0.53	0.44	0.72	0.58	0.41	0.014	0.75	0.45	0.65	0.03	0.81	0.39	0.57	0.055	0.034	0.77	0.79	0.037	0.54	0.33	0.43	0.021	0.41	0.56	0.95	0.87	0.25	0.72	00.4	0.65	0.71	0.93	0.089	0.42	0.51	00.5	0.44	0.26	0.94	0.087	0.29	0.75	0.47	0.86	00.8	0.51	0.64	00.6	0.54	0.17	0.93	0.97	00.2	0.34	0.54	0.14	0.21	0.79	0.86	0.61	0.44	0.57	0.55	0.53	0.99	0.059	0.03	0.43	0.32	0.97	0.52	0.61	0.72	0.99	0.47	0.53	00.5	0.11	0.12	0.046	0.28	0.05	0.021	0.48	0.39	0.56	0.62	00.6	0.35	0.49	0.22	0.79	0.054	0.76	0.33	0.048	0.82	0.36	0.48	0.14	0.33	0001	0.76	0.052	0.99	0.23	0.58	0.49	0.34	00.7	0.54	0.62	0.75	0.56	00.1	0.14	0.12	0.73	0.75	0.47	0.21	0.96	0.26	0.27	0.73	0.59	0.31	0.55	0.95	0.79	0.69	0.28	0.79	0.45	0.33	0.79	0.68	0.91	0.28	0.016	0.61	0.82	0.64	0.36	0.38	0.74	0.51	00.5	0.47	0.25	0.97	0.68	0.22	0.24	0.94	0.94	0.83	0.26	0.49	0.77	0.052	0.18	0.049	0.85	0.63	0.38	0.63	00.3	0.28	0.91	0.32	0.89	0.73	0.96	0.25	0.11	00.7	0.76	0.61	0.17	0.012	0.58	0.84	0.23	0.82	0.79	0.17	0.64	0.047	0.66	0.41	0.099	0.84	0.46	0.94	0.46	0.84	0.57	0.76	0.12	0.48	0.081	0.015	0.21	0.037	0.27	0.32	0.74	0.029	0.93	00.9	0.041	0.51	0.74	0.27	0.33	0.53	
0.44	0.97	0.58	0.091	0.38	0.68	0.93	0.84	0.62	0.39	0.68	00.2	0.15	0.81	0.68	0.23	0.82	0.89	0.27	0.09	0.21	0.0032	0.12	0.15	00.9	0.16	0.66	0.65	0.43	0.98	0.18	0.86	0.95	0.76	0.95	0.33	0.44	0.88	0.18	0.06	0.27	0.86	0.26	0.42	0.67	0.94	0.65	0.49	0.83	0.92	0.58	0.044	0.92	00.7	0.19	0.82	0.86	0.85	0.47	0.29	0.83	0.65	0.15	0.78	0.41	00.1	0.12	0.85	0.98	00.3	0.91	0.25	0.16	0.16	0.67	0.83	00.1	0.32	0.32	0.93	0.23	00.9	0.98	0.15	00.6	0.17	0.98	0.46	0.014	0.45	0.74	0.85	0.098	0.89	0.63	0.51	0001	0.75	0.36	0.98	0.045	0.26	0.23	00.2	0.43	00.9	0.031	0.53	0.22	0.35	0.46	0.46	0.24	0.44	0.61	0.84	00.6	0.59	00.3	0.62	0.035	0.038	0.46	0.13	0.93	0.092	0.64	0.93	0.84	0001	0.91	0.89	0.26	0.14	0.09	0.69	0.049	0.12	0.22	0.27	0.47	0.68	0.73	0.71	0.11	0.34	0.55	0.72	0.93	0.85	0.33	0.96	0.88	0.79	0.095	0.82	0.89	0.74	0.74	0.73	0.73	0.65	0.61	0.99	00.8	00.7	0.68	0.85	0.82	00.9	0.12	0.29	0.57	0.85	0.0026	0.69	0.19	0.55	00.4	0.11	00.4	0.74	0.076	0.29	0.53	0.17	00.1	0.42	0.91	0.84	0.14	0.64	00.5	0.76	0.63	0.29	0.46	00.3	0.14	0.29	00.2	0.26	0.58	0.77	00.1	0.58	0.46	0.29	0.13	0.86	00.4	0.53	00.6	0.47	0.82	0.13	0.65	0.92	0.55	0.55	0.76	0.69	0.19	0.26	0.45	0.82	0.55	0.91	0.12	0.69	00.2	0.32	0.94	0.77	0.094	0.044	0.35	0.55	0.33	0.48	0.42	0.73	0.019	0.018	00.2	0.84	0.15	0.85	0.76	0.69	00.4	0.52	0.38	0.59	0.78	0.83	
0.41	0.33	0.74	0.53	0.015	0.94	0.85	0.96	0.71	0.94	0.0035	0.064	00.5	0.33	0.55	0.91	0.063	0.57	0.93	0.27	0.41	0.078	0.12	0.16	0.77	0.52	0.68	0.16	0.11	0.46	0.99	0.51	0.78	0.73	0.041	00.8	0.67	0.89	0.76	0.38	0.83	0.76	0.45	0.33	0.095	0001	0.24	0.16	0.57	0.17	0.43	0.97	0.25	0.54	0.13	0.019	0.062	0.81	0.17	0.17	0.27	0.16	0.68	0.051	0.89	0.73	0.85	0.57	0.61	0.61	0.95	0.45	0.37	00.4	0.77	0.46	00.4	0.0095	0.62	0.96	0.18	0.048	0.94	0.43	0.59	0.068	0.45	0.65	0.88	0.62	0.82	0.15	0.78	0.51	00.2	0.68	0.23	0.049	0.24	0.85	0.66	00.2	0.29	0.025	00.6	0.065	0.49	0.99	0.074	0.11	0.96	0.25	0.16	0.89	0.68	0.75	0.96	0.13	00.4	0.84	0.75	0.22	0.99	0.53	0.73	0.19	0.21	0.97	0.24	0.45	0.81	00.9	0.65	0.11	0.92	0.24	0.17	0.41	0.23	0.25	0.52	0.19	00.5	0.68	0.086	0.18	0.43	0.047	0.31	0.83	0.89	0.053	0.052	0.88	0.58	0.78	0.066	0.79	0.75	00.3	0.24	0.56	00.2	0.88	0.67	0.12	0.12	0.85	0.53	0.36	0.094	0.049	0.55	0.59	0.73	0.64	0.78	0.15	0.68	0.083	0.98	0.57	0.14	0.032	0.45	0.72	0.82	0.52	00.5	0.57	0.82	0.74	0.13	0.019	0.63	00.8	0.14	0.75	0.65	0.67	0.11	0.74	0.72	0.66	0.34	0.44	00.3	0.11	0.59	0.98	00.2	0.58	0.56	0.33	0.61	0.0061	0.05	0.42	0.52	0.55	0.99	0.34	00.3	0.12	0.36	0.92	0.92	00.5	0.67	0.57	0.17	0.78	0.32	0.88	0.44	0.66	0.33	0.74	0.77	0.92	0.73	0.97	00.5	0.28	00.3	00.1	0.29	0.35	0.53	0.81	0.91	0.52	0.15	00.2	0.63	0.51	
0.13	0.56	0.012	00.8	0.13	0.18	0.58	0.45	0.062	0.029	00.1	0.39	0.77	0.87	0.31	00.5	0.84	00.8	0.78	0.14	0.91	0.07	0.49	0.43	0.88	00.4	0.95	0.033	00.6	0.58	0.55	0.73	0.14	0.56	0.53	0.27	0.74	0.11	0.71	00.8	0.14	0.82	0.19	0.91	0.69	0.49	0.41	0.53	00.3	0.19	0.67	00.2	0.26	0.16	0.63	0.14	0.56	0.58	0.17	0.16	0.16	0.72	0.88	00.3	0.28	0.41	0.57	0.015	0.52	0.28	0.82	0.66	0.098	0.0021	0.57	0.79	00.5	0.98	0.32	0.79	0.16	0.99	0001	0.42	0.15	0.63	0.56	0.71	0.21	0.74	0.86	0.37	0.46	0.74	0.67	0.73	0.15	0.24	0.75	0.67	0.52	0.57	0.33	0.61	0.57	0.89	00.4	0.064	0.87	0.72	0.86	0.033	0.71	0.85	0.46	0.86	0.48	0.021	0.56	0.69	0.76	0.42	0.063	0.22	0.17	0.73	0.95	0.32	0.97	00.7	0.99	0.49	0.26	0.32	00.1	0.83	0.21	00.5	00.9	0.079	0.22	0.75	0.11	0.93	0.61	0.57	0.78	0.088	0.59	0.35	0.78	0.35	0.77	0.84	0.56	0.94	0.58	0.51	0.26	0.55	0.21	0.25	0.032	0.48	0.57	0.13	0.31	0.78	0.64	0.21	0.86	0.86	0.96	0.97	0.79	0.56	0.54	0.57	0.65	0.13	0.92	0.43	0.48	0.69	0.28	0.045	0.63	0.85	0.56	0.89	00.4	0.77	0.14	0.43	0.25	0.71	0.56	0.56	0.49	00.2	0.77	0.35	0.059	0.72	0.32	0.85	0.29	0.86	0.42	0.94	0001	0.34	0.37	0.48	0.025	0.65	0.52	0.65	00.5	0.08	0.54	00.9	0.85	0.68	0.33	00.1	0.39	0.89	0.66	0.89	0.094	0.43	0.24	0.15	0.15	0.56	0.00041	0.44	0.42	0.42	0.38	0.42	0.76	0.75	00.9	0.78	00.4	0.42	0.43	0.91	00.5	0.98	0.81	0.35	0.66	0.14	
0.45	0.054	0.033	0.11	0.94	0.13	0.54	0.18	0.28	0.69	0.73	0.28	0.13	0.16	00.7	00.5	0.58	0.46	0.26	0.48	0.24	0.66	00.9	0.67	0.57	00.4	0.65	0.38	0.75	0.31	0.52	00.2	0.36	0.55	0.31	00.3	0.68	0.85	0.47	0.96	0.54	0.21	0.24	0.67	0.37	0.94	0.17	0.95	0.39	0.43	0.42	0.63	0.09	0.32	00.3	0.66	0.71	0.94	0.036	0.46	0.25	0.55	0.66	0.61	00.1	0.98	00.9	0.78	0.83	0.38	0.73	0.37	0.59	0.97	0.036	0.95	0.91	0.21	00.9	00.3	0.63	0.32	0.93	0.72	0.64	0.22	0.38	0.35	0.17	0.42	0.81	0.42	0.97	0.48	0.022	0.074	0.45	0.93	0.85	0.28	0.31	0.58	0.65	0.89	0.55	0.69	0.85	0.46	00.9	0.74	0.76	0.53	0.065	0.68	0.25	00.7	0.91	0.64	0.057	0.075	0.056	0.87	0.49	0.029	0.35	0.51	00.1	00.8	0.44	0.95	0.089	0.74	0.54	0.74	0.64	0.093	0.43	0.48	0.55	0.33	0.23	0.31	0.86	0.29	0001	0.11	0001	00.9	0.75	0.052	0.98	0.81	0.92	0.47	0.84	0.27	0.98	0.94	0.078	0.42	0.89	0.17	0.16	0.43	0.91	00.8	0.52	0.34	0.28	0.075	0.67	0.51	0.39	0.53	00.8	0.38	0.65	00.8	0.29	00.4	0.85	0.26	00.2	0.77	0.73	0.038	0.045	0.71	0.98	0.12	0.13	0.87	0.29	0.29	00.3	00.2	0.095	0.82	0.54	0.38	0.89	0.22	0.89	0.28	0.75	0.69	0.66	0.39	0.48	0.95	0.79	0.33	0.22	0.99	00.1	0.95	0.03	0.15	0.66	0.0059	0.27	0.79	0.87	0.56	0.087	0.17	0.76	0.18	0.99	0.31	0.56	0.88	0.52	0.45	0.16	0.27	0.13	0.83	0.67	0.62	0.78	0.46	0.95	0001	0.45	0.048	0.94	0.48	00.2	00.6	0.49	0.47	00.4	0.36	0.029	0.48	
